model_name,provider,category,release_date,release_year,arena_elo,benchmark,score
OLMo 2 7B,AllenAI,research,2024-11-21,2024,,hellaswag,77.0
Command R7B,Cohere,research,2024-12-05,2024,,hellaswag,83.4
LLaMA 3.3 70B Instruct,Meta,research,2024-12-06,2024,,hellaswag,89.1
Phi-4,Microsoft,research,2024-12-12,2024,,hellaswag,88.3
DeepSeek R1 Distill Llama 70B,DeepSeek,research,2025-01-20,2025,,hellaswag,89.0
DeepSeek R1 Distill Qwen 14B,DeepSeek,research,2025-01-20,2025,,hellaswag,85.1
DeepSeek R1 Distill Qwen 32B,DeepSeek,research,2025-01-20,2025,,hellaswag,87.0
DeepSeek R1 Distill Qwen 7B,DeepSeek,research,2025-01-20,2025,,hellaswag,79.3
Gemma 3 27B,Google,research,2025-03-12,2025,,hellaswag,84.8
Phi-4 Reasoning,Microsoft,research,2025-04-01,2025,,hellaswag,88.9
Qwen3 32B,Alibaba,research,2025-04-28,2025,,hellaswag,88.3
Nous-70B-ties,meta-math,community,2023-01-04,2023,,hellaswag,90.1
Medusa-70B-dpo,mistralai-community,community,2023-01-24,2023,,hellaswag,88.3
Tulu-70B-franken,NousResearch,community,2023-01-28,2023,,hellaswag,88.9
Airoboros-70B-dare,NousResearch,community,2023-02-04,2023,,hellaswag,87.6
InfinityInstruct-70B-franken,mistralai-community,community,2023-02-04,2023,,hellaswag,89.1
WizardMath-70B-ties,FPHam,community,2023-02-09,2023,,hellaswag,88.4
Meridian-70B-lora,HuggingFaceH4,community,2023-03-14,2023,,hellaswag,88.7
Hermes-70B-ties,mistralai-community,community,2023-03-19,2023,,hellaswag,88.7
Nous-70B-slerp,meta-math,community,2023-03-24,2023,,hellaswag,89.4
Axiom-70B-linear,cognitivecomputations,community,2023-05-04,2023,,hellaswag,90.0
Speechless-70B-passthrough,meta-math,community,2023-05-09,2023,,hellaswag,88.2
Vertex-70B-ties,unsloth,community,2023-05-14,2023,,hellaswag,90.3
Capybara-70B-passthrough,unsloth,community,2023-05-19,2023,,hellaswag,89.1
Guanaco-70B-ties,defog,community,2023-06-09,2023,,hellaswag,88.2
SuperHOT-70B-passthrough,garage-bAInd,community,2023-06-09,2023,,hellaswag,89.1
Linhope-70B-dare,WizardLM,community,2023-07-09,2023,,hellaswag,89.1
Hermes-70B-linear,NousResearch,community,2023-07-19,2023,,hellaswag,88.3
Baize-70B-franken,defog,community,2023-07-24,2023,,hellaswag,88.3
Meridian-70B-franken,Gryphe,community,2023-08-09,2023,,hellaswag,90.0
OpenHermes-70B-ties,HuggingFaceH4,community,2023-08-09,2023,,hellaswag,88.0
Synthia-70B-rlhf,unsloth,community,2023-08-09,2023,,hellaswag,89.6
SciTulu-70B-dare,teknium,community,2023-08-14,2023,,hellaswag,89.2
Vicuna-FT-70B-dpo,defog,community,2023-08-28,2023,,hellaswag,89.8
OpenOrca-70B-rlhf,allenai,community,2023-09-09,2023,,hellaswag,89.5
Minotaur-70B-rlhf,HuggingFaceH4,community,2023-09-14,2023,,hellaswag,88.7
GPT4All-70B-dare,TIGER-Lab,community,2023-09-19,2023,,hellaswag,89.1
CodeAlpaca-70B-sft,Open-Orca,community,2023-09-24,2023,,hellaswag,88.8
OpenHermes-70B-sft,garage-bAInd,community,2023-09-28,2023,,hellaswag,88.8
Hydra-70B-rlhf,cognitivecomputations,community,2023-10-19,2023,,hellaswag,89.6
OpenOrca-70B-passthrough,TheBloke,community,2023-10-19,2023,,hellaswag,88.8
Solstice-70B-passthrough,bartowski,community,2023-10-19,2023,,hellaswag,88.5
Apex-70B-franken,WizardLM,community,2023-10-24,2023,,hellaswag,88.9
Lazarus-70B-ties,bartowski,community,2023-10-24,2023,,hellaswag,88.0
Vertex-70B-lora,togethercomputer,community,2023-11-04,2023,,hellaswag,89.7
Solstice-70B-ties,Gryphe,community,2023-11-04,2023,,hellaswag,88.4
Abel-70B-ties,NousResearch,community,2023-12-14,2023,,hellaswag,89.6
Lazarus-70B-franken,togethercomputer,community,2023-12-24,2023,,hellaswag,89.3
Minotaur-70B-sft,bartowski,community,2024-01-28,2024,,hellaswag,88.3
CodeAlpaca-70B-franken,TIGER-Lab,community,2024-02-04,2024,,hellaswag,88.3
ReMM-70B-passthrough,mlabonne,community,2024-02-04,2024,,hellaswag,88.7
Zenith-70B-slerp,allenai,community,2024-02-04,2024,,hellaswag,89.0
Baize-70B-sft,allenai,community,2024-02-09,2024,,hellaswag,88.8
Xwin-70B-dare,NousResearch,community,2024-03-04,2024,,hellaswag,88.7
GPT4All-70B-linear,bartowski,community,2024-03-09,2024,,hellaswag,89.3
OpenOrca-70B-ties,togethercomputer,community,2024-03-14,2024,,hellaswag,89.5
Nexus-70B-ties,defog,community,2024-03-24,2024,,hellaswag,89.1
Lazarus-70B-slerp,defog,community,2024-03-28,2024,,hellaswag,88.8
Speechless-70B-sft,garage-bAInd,community,2024-03-28,2024,,hellaswag,89.3
Hermes-70B-sft,jondurbin,community,2024-04-09,2024,,hellaswag,90.0
Morpheus-70B-slerp,jondurbin,community,2024-04-09,2024,,hellaswag,87.4
Lazarus-70B-dpo,Open-Orca,community,2024-04-14,2024,,hellaswag,88.3
Vortex-70B-dare,allenai,community,2024-04-19,2024,,hellaswag,88.8
SciTulu-70B-dpo,teknium,community,2024-05-04,2024,,hellaswag,87.9
Catalyst-70B-linear,Gryphe,community,2024-05-14,2024,,hellaswag,89.6
Notus-70B-ties,TheBloke,community,2024-05-14,2024,,hellaswag,87.6
Titan-FT-70B-rlhf,garage-bAInd,community,2024-05-24,2024,,hellaswag,90.2
Lazarus-70B-rlhf,meta-math,community,2024-05-28,2024,,hellaswag,88.6
WizardMath-70B-linear,mistralai-community,community,2024-06-04,2024,,hellaswag,90.1
EvolInstruct-70B-sft,cognitivecomputations,community,2024-06-04,2024,,hellaswag,89.0
Linhope-8B-lora,mlabonne,community,2024-06-09,2024,,hellaswag,83.7
Notus-70B-passthrough,jondurbin,community,2024-06-14,2024,,hellaswag,88.5
GPT4All-70B-passthrough,teknium,community,2024-06-19,2024,,hellaswag,89.3
Airoboros-70B-slerp,Gryphe,community,2024-06-24,2024,,hellaswag,87.9
Koala-70B-rlhf,TheBloke,community,2024-06-24,2024,,hellaswag,89.7
Manticore-70B-lora,WizardLM,community,2024-07-04,2024,,hellaswag,88.2
Guanaco-70B-rlhf,togethercomputer,community,2024-07-14,2024,,hellaswag,89.1
Nous-70B-dare,garage-bAInd,community,2024-07-28,2024,,hellaswag,88.0
Axiom-70B-rlhf,allenai,community,2024-08-19,2024,,hellaswag,88.5
Minotaur-8B-linear,mlabonne,community,2024-08-19,2024,,hellaswag,83.0
LongAlpaca-70B-franken,mlabonne,community,2024-08-28,2024,,hellaswag,88.2
Aurora-8B-dare,mlabonne,community,2024-09-14,2024,,hellaswag,82.9
Hydra-70B-dpo,meta-math,community,2024-09-14,2024,,hellaswag,88.6
Starling-70B-ties,TheBloke,community,2024-09-14,2024,,hellaswag,89.5
Cascade-70B-sft,WizardLM,community,2024-09-19,2024,,hellaswag,89.3
Koala-70B-slerp,unsloth,community,2024-09-28,2024,,hellaswag,89.6
Nova-FT-70B-linear,WizardLM,community,2024-09-28,2024,,hellaswag,88.5
Abel-70B-dare,Open-Orca,community,2024-10-14,2024,,hellaswag,89.6
Pegasus-70B-ties,TIGER-Lab,community,2024-10-19,2024,,hellaswag,87.8
Pulse-70B-linear,Gryphe,community,2024-10-19,2024,,hellaswag,88.8
InfinityInstruct-70B-ties,bartowski,community,2024-10-28,2024,,hellaswag,88.4
Morpheus-70B-sft,HuggingFaceH4,community,2024-11-04,2024,,hellaswag,89.7
Chimera-70B-lora,unsloth,community,2024-11-09,2024,,hellaswag,88.5
WizardMath-70B-dpo,teknium,community,2024-11-14,2024,,hellaswag,89.1
Nereid-70B-dare,Open-Orca,community,2024-11-14,2024,,hellaswag,89.9
Sphinx-70B-linear,FPHam,community,2024-11-24,2024,,hellaswag,89.2
Koala-70B-lora,cognitivecomputations,community,2024-11-28,2024,,hellaswag,89.0
Minotaur-70B-linear,togethercomputer,community,2024-12-04,2024,,hellaswag,89.3
MetaMath-70B-linear,TIGER-Lab,community,2024-12-09,2024,,hellaswag,88.1
Platypus-70B-passthrough,teknium,community,2024-12-09,2024,,hellaswag,88.3
EvolInstruct-70B-linear,TIGER-Lab,community,2024-12-14,2024,,hellaswag,87.8
Nereid-70B-ties,cognitivecomputations,community,2024-12-14,2024,,hellaswag,89.5
Nous-70B-dpo,mistralai-community,community,2024-12-19,2024,,hellaswag,89.3
Nexus-70B-lora,HuggingFaceH4,community,2024-12-24,2024,,hellaswag,89.6
NeuralHermes-70B-sft,TheBloke,community,2024-12-28,2024,,hellaswag,88.0
GPT-3 Ada,OpenAI,frontier,2020-06-11,2020,,arc_challenge,27.2
GPT-3 Babbage,OpenAI,frontier,2020-06-11,2020,,arc_challenge,34.9
GPT-3 Curie,OpenAI,frontier,2020-06-11,2020,,arc_challenge,42.7
GPT-3 Davinci,OpenAI,frontier,2020-06-11,2020,,arc_challenge,51.2
InstructGPT text-davinci-001,OpenAI,frontier,2022-01-27,2022,,arc_challenge,53.0
InstructGPT text-davinci-002,OpenAI,frontier,2022-03-15,2022,,arc_challenge,54.7
PaLM 62B,Google,frontier,2022-04-04,2022,,arc_challenge,70.4
PaLM 8B,Google,frontier,2022-04-04,2022,,arc_challenge,58.0
PaLM 540B,Google,frontier,2022-04-04,2022,,arc_challenge,76.9
InstructGPT text-davinci-003,OpenAI,frontier,2022-11-28,2022,,arc_challenge,62.6
GPT-3.5 Turbo,OpenAI,frontier,2022-11-30,2022,1106.0,arc_challenge,66.3
Claude 1,Anthropic,frontier,2023-03-14,2023,1100.0,arc_challenge,72.0
GPT-4,OpenAI,frontier,2023-03-14,2023,1163.0,arc_challenge,96.0
PaLM 2 Bison,Google,frontier,2023-05-10,2023,,arc_challenge,79.8
PaLM 2 Gecko,Google,frontier,2023-05-10,2023,,arc_challenge,69.9
PaLM 2 Unicorn,Google,frontier,2023-05-10,2023,,arc_challenge,82.7
GPT-3.5 Turbo 16k,OpenAI,frontier,2023-06-13,2023,1108.0,arc_challenge,66.4
GPT-4 0613,OpenAI,frontier,2023-06-13,2023,1152.0,arc_challenge,96.5
Claude 1.3,Anthropic,frontier,2023-07-10,2023,1105.0,arc_challenge,73.1
Claude 2,Anthropic,frontier,2023-07-11,2023,1115.0,arc_challenge,78.2
GPT-4 Turbo 1106,OpenAI,frontier,2023-11-06,2023,1243.0,arc_challenge,96.3
Claude 2.1,Anthropic,frontier,2023-11-21,2023,1119.0,arc_challenge,77.7
Gemini 1.0 Nano,Google,frontier,2023-12-06,2023,,arc_challenge,65.9
Gemini 1.0 Pro,Google,frontier,2023-12-06,2023,,arc_challenge,76.2
Gemini 1.0 Ultra,Google,frontier,2023-12-06,2023,,arc_challenge,86.9
GLM-4,Zhipu AI,frontier,2024-01-16,2024,1178.0,arc_challenge,82.9
GPT-4 Turbo 0125,OpenAI,frontier,2024-01-25,2024,1248.0,arc_challenge,96.9
Gemini 1.5 Pro,Google,frontier,2024-02-15,2024,1262.0,arc_challenge,88.5
Mistral Large,Mistral AI,frontier,2024-02-26,2024,1157.0,arc_challenge,80.8
Claude 3 Haiku,Anthropic,frontier,2024-03-04,2024,1179.0,arc_challenge,80.1
Claude 3 Opus,Anthropic,frontier,2024-03-04,2024,1249.0,arc_challenge,90.0
Claude 3 Sonnet,Anthropic,frontier,2024-03-04,2024,1201.0,arc_challenge,84.7
Command R+,Cohere,frontier,2024-04-04,2024,1195.0,arc_challenge,83.7
GPT-4o,OpenAI,frontier,2024-05-13,2024,1285.0,arc_challenge,96.3
Gemini 1.5 Flash,Google,frontier,2024-05-14,2024,1234.0,arc_challenge,82.6
Claude 3.5 Sonnet,Anthropic,frontier,2024-06-21,2024,1306.0,arc_challenge,93.4
GPT-4o mini,OpenAI,frontier,2024-07-18,2024,1272.0,arc_challenge,93.7
Mistral Large 2,Mistral AI,frontier,2024-07-24,2024,1251.0,arc_challenge,90.1
GPT-4o 2024-08-06,OpenAI,frontier,2024-08-06,2024,1290.0,arc_challenge,96.8
Grok 2,xAI,frontier,2024-08-13,2024,1268.0,arc_challenge,90.7
o1 mini,OpenAI,frontier,2024-09-12,2024,1304.0,arc_challenge,95.3
o1-preview,OpenAI,frontier,2024-09-12,2024,1312.0,arc_challenge,96.8
Gemini 1.5 Flash 8B,Google,frontier,2024-10-03,2024,,arc_challenge,78.9
Claude 3.5 Sonnet v2,Anthropic,frontier,2024-10-22,2024,,arc_challenge,93.7
Claude 3.5 Haiku,Anthropic,frontier,2024-11-04,2024,1262.0,arc_challenge,87.1
Nova Lite,Amazon,frontier,2024-12-03,2024,1150.0,arc_challenge,83.3
Nova Pro,Amazon,frontier,2024-12-03,2024,1200.0,arc_challenge,86.8
o1,OpenAI,frontier,2024-12-05,2024,1320.0,arc_challenge,97.4
DeepSeek V3,DeepSeek,frontier,2024-12-26,2024,1370.0,arc_challenge,89.7
Gemini 2.0 Flash,Google,frontier,2025-01-15,2025,1354.0,arc_challenge,92.3
DeepSeek R1,DeepSeek,frontier,2025-01-20,2025,1380.0,arc_challenge,90.8
Kimi K1.5,Moonshot AI,frontier,2025-01-22,2025,1320.0,arc_challenge,90.7
o3 mini,OpenAI,frontier,2025-01-31,2025,1355.0,arc_challenge,96.2
Gemini 2.0 Flash Lite,Google,frontier,2025-02-01,2025,,arc_challenge,87.9
Grok 3,xAI,frontier,2025-02-17,2025,1402.0,arc_challenge,93.5
Claude 3.7 Sonnet,Anthropic,frontier,2025-02-24,2025,1360.0,arc_challenge,95.2
Gemini 2.5 Flash,Google,frontier,2025-03-25,2025,1390.0,arc_challenge,93.7
Gemini 2.5 Pro,Google,frontier,2025-03-25,2025,1430.0,arc_challenge,94.7
LLaMA 4 Scout,Meta,frontier,2025-04-05,2025,1340.0,arc_challenge,88.6
LLaMA 4 Maverick,Meta,frontier,2025-04-05,2025,1380.0,arc_challenge,91.0
o3,OpenAI,frontier,2025-04-16,2025,1390.0,arc_challenge,97.8
o4 mini,OpenAI,frontier,2025-04-16,2025,1400.0,arc_challenge,96.9
Qwen3 235B MoE,Alibaba,frontier,2025-04-28,2025,1390.0,arc_challenge,91.0
GPT-5,OpenAI,frontier,2025-05-01,2025,1450.0,arc_challenge,98.8
Mistral Large 3,Mistral AI,frontier,2025-05-01,2025,1370.0,arc_challenge,90.8
Claude Haiku 4.5,Anthropic,frontier,2025-07-01,2025,,arc_challenge,91.0
Claude Opus 4.5,Anthropic,frontier,2025-07-01,2025,,arc_challenge,96.1
Claude Sonnet 4.5,Anthropic,frontier,2025-07-01,2025,,arc_challenge,95.7
Grok 4,xAI,frontier,2025-07-01,2025,1491.0,arc_challenge,95.3
Gemini 3 Flash,Google,frontier,2025-08-01,2025,1445.0,arc_challenge,93.8
Gemini 3 Pro,Google,frontier,2025-09-01,2025,1480.0,arc_challenge,95.0
Mercury 2,Inception Labs,frontier,2025-09-01,2025,1280.0,arc_challenge,92.0
Claude Opus 4.6,Anthropic,frontier,2025-10-01,2025,1503.0,arc_challenge,96.8
Claude Sonnet 4.6,Anthropic,frontier,2025-10-01,2025,1420.0,arc_challenge,96.1
GPT-5.1,OpenAI,frontier,2025-11-13,2025,1460.0,arc_challenge,98.8
Kimi K2.6,Moonshot AI,frontier,2025-12-01,2025,1350.0,arc_challenge,93.4
Claude Opus 4.7,Anthropic,frontier,2026-02-01,2026,,arc_challenge,96.9
GPT-5.4,OpenAI,frontier,2026-02-01,2026,1484.0,arc_challenge,98.7
Gemini 3.1 Pro,Google,frontier,2026-03-01,2026,1500.0,arc_challenge,95.6
T5 Base,Google,research,2020-02-24,2020,,arc_challenge,40.0
T5 Large,Google,research,2020-02-24,2020,,arc_challenge,43.8
T5 Small,Google,research,2020-02-24,2020,,arc_challenge,34.7
T5 XL,Google,research,2020-02-24,2020,,arc_challenge,47.9
T5 XXL,Google,research,2020-02-24,2020,,arc_challenge,53.3
GPT-J 6B,EleutherAI,research,2021-06-04,2021,,arc_challenge,36.4
Gopher 280B,DeepMind,research,2021-12-08,2021,,arc_challenge,58.8
Chinchilla 70B,DeepMind,research,2022-03-29,2022,,arc_challenge,65.1
GPT-NeoX 20B,EleutherAI,research,2022-04-14,2022,,arc_challenge,48.3
OPT 66B,Meta AI,research,2022-05-02,2022,,arc_challenge,57.0
OPT 30B,Meta AI,research,2022-05-02,2022,,arc_challenge,53.3
OPT 6.7B,Meta AI,research,2022-05-02,2022,,arc_challenge,44.1
OPT 1.3B,Meta AI,research,2022-05-02,2022,,arc_challenge,31.4
OPT 13B,Meta AI,research,2022-05-02,2022,,arc_challenge,48.3
BLOOM 176B,BigScience,research,2022-07-06,2022,,arc_challenge,37.9
BLOOM 1B7,BigScience,research,2022-07-06,2022,,arc_challenge,34.2
BLOOM 3B,BigScience,research,2022-07-06,2022,,arc_challenge,37.0
BLOOM 560M,BigScience,research,2022-07-06,2022,,arc_challenge,31.0
BLOOM 7B1,BigScience,research,2022-07-06,2022,,arc_challenge,39.6
GLM-130B,Tsinghua/Zhipu,research,2022-10-05,2022,,arc_challenge,51.3
FLAN-T5 XL,Google,research,2022-10-20,2022,,arc_challenge,51.8
FLAN-T5 Base,Google,research,2022-10-20,2022,,arc_challenge,43.7
FLAN-T5 Large,Google,research,2022-10-20,2022,,arc_challenge,48.3
FLAN-T5 Small,Google,research,2022-10-20,2022,,arc_challenge,39.9
BLOOMZ 176B,BigScience,research,2022-11-03,2022,,arc_challenge,41.4
LLaMA 1 13B,Meta,research,2023-02-24,2023,,arc_challenge,59.5
LLaMA 1 30B,Meta,research,2023-02-24,2023,,arc_challenge,66.6
LLaMA 1 65B,Meta,research,2023-02-24,2023,,arc_challenge,72.9
LLaMA 1 7B,Meta,research,2023-02-24,2023,,arc_challenge,51.5
BloombergGPT,Bloomberg,research,2023-03-30,2023,,arc_challenge,61.9
Pythia 12B,EleutherAI,research,2023-04-03,2023,,arc_challenge,53.1
Pythia 1B,EleutherAI,research,2023-04-03,2023,,arc_challenge,37.3
Pythia 2.8B,EleutherAI,research,2023-04-03,2023,,arc_challenge,40.6
Pythia 6.9B,EleutherAI,research,2023-04-03,2023,,arc_challenge,44.0
Dolly 12B,Databricks,research,2023-04-12,2023,,arc_challenge,47.2
StableLM Alpha 7B,Stability AI,research,2023-04-19,2023,,arc_challenge,47.2
StableLM Alpha 3B,Stability AI,research,2023-04-19,2023,,arc_challenge,40.7
MPT 7B,MosaicML,research,2023-05-05,2023,,arc_challenge,48.8
RedPajama 3B,Together AI,research,2023-05-05,2023,,arc_challenge,43.9
RedPajama 7B,Together AI,research,2023-05-05,2023,,arc_challenge,50.6
Falcon 40B,TII,research,2023-05-22,2023,,arc_challenge,61.1
WizardLM 13B,WizardLM,research,2023-05-26,2023,,arc_challenge,59.7
MPT 30B,MosaicML,research,2023-06-22,2023,,arc_challenge,58.0
LLaMA 2 7B Chat,Meta,research,2023-07-18,2023,,arc_challenge,54.8
LLaMA 2 13B,Meta,research,2023-07-18,2023,,arc_challenge,59.0
LLaMA 2 13B Chat,Meta,research,2023-07-18,2023,,arc_challenge,60.8
LLaMA 2 70B,Meta,research,2023-07-18,2023,,arc_challenge,67.2
LLaMA 2 70B Chat,Meta,research,2023-07-18,2023,,arc_challenge,68.4
LLaMA 2 7B,Meta,research,2023-07-18,2023,,arc_challenge,53.6
Falcon 180B,TII,research,2023-09-06,2023,,arc_challenge,70.0
Mistral 7B,Mistral AI,research,2023-09-27,2023,,arc_challenge,60.0
OpenChat 3.5,OpenChat,research,2023-10-12,2023,,arc_challenge,64.0
Yi 34B,01.AI,research,2023-11-05,2023,,arc_challenge,75.3
Zephyr 7B Beta,HuggingFace H4,research,2023-11-08,2023,,arc_challenge,62.4
OpenHermes 2.5,NousResearch,research,2023-11-10,2023,,arc_challenge,73.4
Orca 2 13B,Microsoft Research,research,2023-11-18,2023,,arc_challenge,66.6
Mistral 7B Instruct v0.2,Mistral AI,research,2023-12-11,2023,,arc_challenge,60.6
Mixtral 8x7B,Mistral AI,research,2023-12-11,2023,,arc_challenge,69.9
Mixtral 8x7B Instruct,Mistral AI,research,2023-12-11,2023,,arc_challenge,70.5
Phi-2,Microsoft,research,2023-12-12,2023,,arc_challenge,61.2
InternLM2 20B,Shanghai AI Lab,research,2024-01-17,2024,,arc_challenge,80.3
Grok 1,xAI,research,2024-03-17,2024,,arc_challenge,73.7
Mixtral 8x22B,Mistral AI,research,2024-04-10,2024,,arc_challenge,82.0
LLaMA 3 70B,Meta,research,2024-04-18,2024,,arc_challenge,87.8
LLaMA 3 70B Instruct,Meta,research,2024-04-18,2024,,arc_challenge,88.1
LLaMA 3 8B,Meta,research,2024-04-18,2024,,arc_challenge,78.4
LLaMA 3 8B Instruct,Meta,research,2024-04-18,2024,,arc_challenge,79.3
Phi-3 Mini 128K,Microsoft,research,2024-04-23,2024,,arc_challenge,77.9
DeepSeek V2,DeepSeek,research,2024-05-06,2024,,arc_challenge,85.3
Yi 1.5 34B,01.AI,research,2024-05-13,2024,,arc_challenge,79.0
Falcon 2 11B,TII,research,2024-05-14,2024,,arc_challenge,78.0
Phi-3 Medium 4K,Microsoft,research,2024-05-21,2024,,arc_challenge,83.4
Qwen 2 72B Instruct,Alibaba,research,2024-06-07,2024,,arc_challenge,88.2
Nemotron 4 340B,NVIDIA,research,2024-06-14,2024,,arc_challenge,88.4
Gemma 2 27B,Google,research,2024-06-27,2024,,arc_challenge,81.6
Gemma 2 9B,Google,research,2024-06-27,2024,,arc_challenge,77.1
Mistral Nemo,Mistral AI,research,2024-07-18,2024,,arc_challenge,78.7
LLaMA 3.1 405B,Meta,research,2024-07-23,2024,,arc_challenge,89.8
LLaMA 3.1 70B,Meta,research,2024-07-23,2024,,arc_challenge,89.4
LLaMA 3.1 70B Instruct,Meta,research,2024-07-23,2024,,arc_challenge,89.5
LLaMA 3.1 8B,Meta,research,2024-07-23,2024,,arc_challenge,79.9
LLaMA 3.1 8B Instruct,Meta,research,2024-07-23,2024,,arc_challenge,79.5
Qwen 2.5 72B,Alibaba,research,2024-09-19,2024,,arc_challenge,89.2
Qwen 2.5 7B,Alibaba,research,2024-09-19,2024,,arc_challenge,82.1
LLaMA 3.2 90B Vision,Meta,research,2024-09-25,2024,,arc_challenge,89.1
LLaMA 3.2 3B,Meta,research,2024-09-25,2024,,arc_challenge,67.3
LLaMA 3.2 11B Vision,Meta,research,2024-09-25,2024,,arc_challenge,79.9
LLaMA 3.2 1B,Meta,research,2024-09-25,2024,,arc_challenge,39.7
OLMo 2 7B,AllenAI,research,2024-11-21,2024,,arc_challenge,72.2
Command R7B,Cohere,research,2024-12-05,2024,,arc_challenge,78.5
LLaMA 3.3 70B Instruct,Meta,research,2024-12-06,2024,,arc_challenge,89.5
Phi-4,Microsoft,research,2024-12-12,2024,,arc_challenge,88.7
DeepSeek R1 Distill Llama 70B,DeepSeek,research,2025-01-20,2025,,arc_challenge,88.0
DeepSeek R1 Distill Qwen 14B,DeepSeek,research,2025-01-20,2025,,arc_challenge,79.3
DeepSeek R1 Distill Qwen 32B,DeepSeek,research,2025-01-20,2025,,arc_challenge,83.8
DeepSeek R1 Distill Qwen 7B,DeepSeek,research,2025-01-20,2025,,arc_challenge,72.7
Gemma 3 27B,Google,research,2025-03-12,2025,,arc_challenge,84.8
Phi-4 Reasoning,Microsoft,research,2025-04-01,2025,,arc_challenge,89.4
Qwen3 32B,Alibaba,research,2025-04-28,2025,,arc_challenge,89.4
GPT-3 Ada,OpenAI,frontier,2020-06-11,2020,,truthfulqa,30.8
GPT-3 Babbage,OpenAI,frontier,2020-06-11,2020,,truthfulqa,38.1
GPT-3 Curie,OpenAI,frontier,2020-06-11,2020,,truthfulqa,42.1
GPT-3 Davinci,OpenAI,frontier,2020-06-11,2020,,truthfulqa,47.2
InstructGPT text-davinci-001,OpenAI,frontier,2022-01-27,2022,,truthfulqa,50.3
InstructGPT text-davinci-002,OpenAI,frontier,2022-03-15,2022,,truthfulqa,53.2
InstructGPT text-davinci-003,OpenAI,frontier,2022-11-28,2022,,truthfulqa,57.0
GPT-3.5 Turbo,OpenAI,frontier,2022-11-30,2022,1106.0,truthfulqa,47.3
Claude 1,Anthropic,frontier,2023-03-14,2023,1100.0,truthfulqa,55.0
GPT-4,OpenAI,frontier,2023-03-14,2023,1163.0,truthfulqa,58.9
GPT-3.5 Turbo 16k,OpenAI,frontier,2023-06-13,2023,1108.0,truthfulqa,47.0
GPT-4 0613,OpenAI,frontier,2023-06-13,2023,1152.0,truthfulqa,59.1
Claude 1.3,Anthropic,frontier,2023-07-10,2023,1105.0,truthfulqa,56.1
Claude 2,Anthropic,frontier,2023-07-11,2023,1115.0,truthfulqa,57.1
GPT-4 Turbo 1106,OpenAI,frontier,2023-11-06,2023,1243.0,truthfulqa,59.5
Claude 2.1,Anthropic,frontier,2023-11-21,2023,1119.0,truthfulqa,57.0
Gemini 1.0 Ultra,Google,frontier,2023-12-06,2023,,truthfulqa,52.9
GLM-4,Zhipu AI,frontier,2024-01-16,2024,1178.0,truthfulqa,47.2
GPT-4 Turbo 0125,OpenAI,frontier,2024-01-25,2024,1248.0,truthfulqa,59.3
Gemini 1.5 Pro,Google,frontier,2024-02-15,2024,1262.0,truthfulqa,44.9
Mistral Large,Mistral AI,frontier,2024-02-26,2024,1157.0,truthfulqa,45.7
Claude 3 Haiku,Anthropic,frontier,2024-03-04,2024,1179.0,truthfulqa,41.5
Claude 3 Opus,Anthropic,frontier,2024-03-04,2024,1249.0,truthfulqa,52.0
Claude 3 Sonnet,Anthropic,frontier,2024-03-04,2024,1201.0,truthfulqa,44.9
Command R+,Cohere,frontier,2024-04-04,2024,1195.0,truthfulqa,46.0
GPT-4o,OpenAI,frontier,2024-05-13,2024,1285.0,truthfulqa,60.1
Gemini 1.5 Flash,Google,frontier,2024-05-14,2024,1234.0,truthfulqa,39.6
Claude 3.5 Sonnet,Anthropic,frontier,2024-06-21,2024,1306.0,truthfulqa,56.6
GPT-4o mini,OpenAI,frontier,2024-07-18,2024,1272.0,truthfulqa,51.7
Mistral Large 2,Mistral AI,frontier,2024-07-24,2024,1251.0,truthfulqa,49.9
GPT-4o 2024-08-06,OpenAI,frontier,2024-08-06,2024,1290.0,truthfulqa,59.9
Grok 2,xAI,frontier,2024-08-13,2024,1268.0,truthfulqa,50.6
o1 mini,OpenAI,frontier,2024-09-12,2024,1304.0,truthfulqa,55.2
o1-preview,OpenAI,frontier,2024-09-12,2024,1312.0,truthfulqa,61.0
Gemini 1.5 Flash 8B,Google,frontier,2024-10-03,2024,,truthfulqa,37.9
Claude 3.5 Sonnet v2,Anthropic,frontier,2024-10-22,2024,,truthfulqa,57.7
Claude 3.5 Haiku,Anthropic,frontier,2024-11-04,2024,1262.0,truthfulqa,47.8
Nova Lite,Amazon,frontier,2024-12-03,2024,1150.0,truthfulqa,42.7
Nova Pro,Amazon,frontier,2024-12-03,2024,1200.0,truthfulqa,46.8
o1,OpenAI,frontier,2024-12-05,2024,1320.0,truthfulqa,61.1
DeepSeek V3,DeepSeek,frontier,2024-12-26,2024,1370.0,truthfulqa,51.7
Gemini 2.0 Flash,Google,frontier,2025-01-15,2025,1354.0,truthfulqa,56.3
DeepSeek R1,DeepSeek,frontier,2025-01-20,2025,1380.0,truthfulqa,51.7
Kimi K1.5,Moonshot AI,frontier,2025-01-22,2025,1320.0,truthfulqa,53.4
o3 mini,OpenAI,frontier,2025-01-31,2025,1355.0,truthfulqa,57.8
Gemini 2.0 Flash Lite,Google,frontier,2025-02-01,2025,,truthfulqa,47.7
Grok 3,xAI,frontier,2025-02-17,2025,1402.0,truthfulqa,62.2
